"Kod";"Nazwa";"produkt krajowy brutto ogółem;2000;[mln zł]";"produkt krajowy brutto ogółem;2001;[mln zł]";"produkt krajowy brutto ogółem;2002;[mln zł]";"produkt krajowy brutto ogółem;2003;[mln zł]";"produkt krajowy brutto ogółem;2004;[mln zł]";"produkt krajowy brutto ogółem;2005;[mln zł]";"produkt krajowy brutto ogółem;2006;[mln zł]";"produkt krajowy brutto ogółem;2007;[mln zł]";"produkt krajowy brutto ogółem;2008;[mln zł]";"produkt krajowy brutto ogółem;2009;[mln zł]";"produkt krajowy brutto ogółem;2010;[mln zł]";"produkt krajowy brutto ogółem;2011;[mln zł]";"produkt krajowy brutto ogółem;2012;[mln zł]";"produkt krajowy brutto ogółem;2013;[mln zł]";"produkt krajowy brutto ogółem;2014;[mln zł]";"produkt krajowy brutto ogółem;2015;[mln zł]";"produkt krajowy brutto ogółem;2016;[mln zł]";"produkt krajowy brutto ogółem;2017;[mln zł]";"produkt krajowy brutto ogółem;2018;[mln zł]";
0000000;"POLSKA";747032;779975;810617;845930;933062;990468;1069824;1187605;1286069;1372208;1445298;1566824;1629425;1656895;1720430;1800228;1861112;;;
